주소	학교급	학교명	경도	위도	시도	행정구				
경기도 성남시 분당구 미금로 121 . 오리초등학교 (구미동)	초등학교	오리초등학교	127.1153894	37.344348	경기도	성남시				
경기도 성남시 분당구 미금로 121 . 오리초등학교병설유치원 (구미동)	유치원	오리초등학교병설유치원	127.1153894	37.344348	경기도	성남시				
경기도 성남시 분당구 판교역로 102 (백현동. 백현마을)	유치원	오즈의마법사판교유치원	127.1119767	37.3904368	경기도	성남시				
경기도 성남시 수정구 대왕판교로959번길 48 (고등동)	초등학교	왕남초등학교	127.0986875	37.4285596	경기도	성남시				
경기도 성남시 수정구 대왕판교로959번길 48 . 왕남초등학교병설유치원 (고등동)	유치원	왕남초등학교병설유치원	127.0986875	37.4285596	경기도	성남시				
경기도 성남시 분당구 양현로 138 (이매동)	유치원	우현유치원	127.127081	37.3962103	경기도	성남시				
경기도 성남시 분당구 운중로 95 운중고등학교	고등학교	운중고등학교	127.0738914	37.3928128	경기도	성남시				
경기도 성남시 분당구 운중로 96 (운중동)	중학교	운중중학교	127.0736441	37.3911849	경기도	성남시				
경기도 성남시 분당구 운중로45번길 8 (운중동)	초등학교	운중초등학교	127.0689051	37.3923432	경기도	성남시				
경기도 성남시 분당구 운중로45번길 8 (운중동)	유치원	운중초등학교병설유치원	127.0689051	37.3923432	경기도	성남시				
경기도 성남시 수정구 위례순환로 155 (창곡동)	초등학교	위례고운초등학교	127.1459519	37.4716535	경기도	성남시				
경기도 성남시 수정구 위례순환로 150 (창곡동. 래미안 위례)	유치원	위례고운초등학교병설유치원	127.1436177	37.4704818	경기도	성남시				
경기도 성남시 수정구 위례순환로 91 (창곡동)	중학교	위례중앙중학교	127.1381568	37.4719199	경기도	성남시				
경기도 성남시 수정구 위례순환로 205 (창곡동)	초등학교	위례푸른초등학교	127.1509935	37.4706968	경기도	성남시				
경기도 성남시 수정구 위례순환로 205 위례푸른초등학교	유치원	위례푸른초등학교병설유치원	127.1509935	37.4706968	경기도	성남시				
경기도 성남시 수정구 위례대로 86 (창곡동)	고등학교	위례한빛고등학교	127.144542	37.4654725	경기도	성남시				
경기도 성남시 수정구 위례동로 85 . (창곡동. 위례한빛중학교)	중학교	위례한빛중학교	127.1487694	37.4680682	경기도	성남시				
경기도 성남시 수정구 위례동로 55 (창곡동. 위례한빛초등학교)	초등학교	위례한빛초등학교	127.1471423	37.4658299	경기도	성남시				
경기도 성남시 수정구 위례동로 55 . 위례한빛초등학교병설유치원 (창곡동)	유치원	위례한빛초등학교병설유치원	127.1471423	37.4658299	경기도	성남시				
경기도 성남시 수정구 탄리로95번길 7-17 (태평동)	유치원	은서유치원	127.1349642	37.443613	경기도	성남시				
경기도 성남시 수정구 위례서일로1길 24 (창곡동)	유치원	은솔유치원	127.1381548	37.4677984	경기도	성남시				
경기도 성남시 분당구 장미로 101 (야탑동)	유치원	은정유치원	127.1293787	37.415968	경기도	성남시				
경기도 성남시 중원구 순환로379번길 20 (은행동)	중학교	은행중학교	127.1723	37.4576513	경기도	성남시				
경기도 성남시 분당구 내정로7번길 24 (정자동)	유치원	은혜유치원	127.1119415	37.3609061	경기도	성남시				
경기도 성남시 분당구 탄천로 59 (이매동)	유치원	이매유치원	127.1211937	37.3982906	경기도	성남시				
경기도 성남시 분당구 양현로 194 . 이매중학교 (이매동)	중학교	이매중학교	127.1260492	37.4019012	경기도	성남시				
경기도 성남시 분당구 양현로 146 (이매동)	초등학교	이매초등학교	127.1260494	37.3970767	경기도	성남시				
경기도 성남시 분당구 미금로 232 (금곡동)	유치원	이솔유치원	127.1125992	37.3527497	경기도	성남시				
경기도 성남시 분당구 동막로 287 (동원동.이우중고등학교)	고등학교	이우고등학교	127.0907869	37.3533843	경기도	성남시				
경기도 성남시 분당구 동막로 287 . 이우중고등학교 (동원동)	중학교	이우중학교	127.0907869	37.3533843	경기도	성남시				
경기도 성남시 수정구 태평로48번길 11 (태평동)	유치원	이화유치원	127.1324107	37.4481847	경기도	성남시				
경기도 성남시 분당구 장안로 70 (분당동)	중학교	장안중학교	127.1465731	37.371571	경기도	성남시				
경기도 성남시 분당구 황새울로 60 . 정자중학교 (정자동)	중학교	정자중학교	127.1104768	37.3658959	경기도	성남시				
경기도 성남시 중원구 자혜로 55 . 중부초등학교 (은행동)	초등학교	중부초등학교	127.1650779	37.4515788	경기도	성남시				
경기도 성남시 중원구 자혜로 55 (은행동)	유치원	중부초등학교병설유치원	127.1650779	37.4515788	경기도	성남시				
경기도 성남시 중원구 사기막골로9번길 46 (상대원동)	초등학교	중원초등학교	127.1679644	37.4363852	경기도	성남시				
경기도 성남시 중원구 사기막골로31번길 46 (상대원동)	유치원	중원초등학교병설유치원	127.1673317	37.4385644	경기도	성남시				
경기도 성남시 분당구 장미로 173 (야탑동)	유치원	중탑유치원	127.1401832	37.4132475	경기도	성남시				
경기도 성남시 분당구 벌말로 68 (야탑동)	초등학교	중탑초등학교	127.1395726	37.4140003	경기도	성남시				
경기도 성남시 분당구 미금로 215 (금곡동)	유치원	즐거운유치원	127.1126108	37.351373	경기도	성남시				
경기도 성남시 분당구 분당로 212 (분당동)	유치원	진영유치원	127.1320032	37.372386	경기도	성남시				
경기도 성남시 수정구 수정로 400 (산성동)	중학교	창곡여자중학교	127.1538533	37.4596747	경기도	성남시				
경기도 성남시 수정구 수정로 402 . 창곡중학교 (산성동)	중학교	창곡중학교	127.15262	37.4606528	경기도	성남시				
경기도 성남시 분당구 내정로165번길 35 (수내동)	유치원	창은유치원	127.114846	37.374628	경기도	성남시				
경기도 성남시 분당구 불곡로17번길 7 (정자동)	유치원	창조유치원	127.1246822	37.3593599	경기도	성남시				
경기도 성남시 분당구 금곡로 283 (금곡동)	중학교	청솔중학교	127.110852	37.3559802	경기도	성남시				
경기도 성남시 분당구 금곡로 243 . 청솔초등학교(금곡동. 청솔초등학교) (금곡동)	초등학교	청솔초등학교	127.1138518	37.354172	경기도	성남시				
경기도 성남시 분당구 수내로90번길 26 (수내동)	초등학교	초림초등학교	127.1175757	37.3768534	경기도	성남시				
경기도 성남시 분당구 내정로 20 . 탄천초등학교 (정자동)	초등학교	탄천초등학교	127.1153889	37.3618964	경기도	성남시				
경기도 성남시 분당구 성남대로 822 . 태원고등학교 (야탑동)	고등학교	태원고등학교	127.1296988	37.4033345	경기도	성남시				
경기도 성남시 수정구 제일로 223 . 태평중학교 (태평동)	중학교	태평중학교	127.1285852	37.4463126	경기도	성남시				
경기도 성남시 수정구 남문로32번길 7 . 태평초등학교 (태평동)	초등학교	태평초등학교	127.13116	37.4449962	경기도	성남시				
경기도 성남시 수정구 남문로32번길 7 (태평동)	유치원	태평초등학교병설유치원	127.13116	37.4449962	경기도	성남시				
경기도 성남시 분당구 동판교로 257 (삼평동)	고등학교	판교고등학교	127.1146753	37.4053989	경기도	성남시				
경기도 성남시 분당구 산운로 98 (운중동. 산운마을)	유치원	판교샘유치원	127.0720919	37.3926669	경기도	성남시				
경기도 성남시 분당구 판교원로 193 (판교동)	중학교	판교중학교	127.0875586	37.3872503	경기도	성남시				
경기도 성남시 분당구 판교원로 231 . 판교초등학교  (판교동)	초등학교	판교초등학교	127.0914365	37.3869408	경기도	성남시				
경기도 성남시 분당구 판교원로 231 . 판교초등학교 (판교동)	유치원	판교초등학교병설유치원	127.0914365	37.3869408	경기도	성남시				
경기도 성남시 수정구 산성대로 111 (수진동. 풍생고등학교)	고등학교	풍생고등학교	127.1304479	37.4352142	경기도	성남시				
경기도 성남시 수정구 산성대로 111 (수진동.풍생중학교)	중학교	풍생중학교	127.1304479	37.4352142	경기도	성남시				
경기도 성남시 분당구 수내로 74 (수내동)	유치원	하나유치원	127.1184705	37.3788694	경기도	성남시				
경기도 성남시 중원구 광명로 396 . 하원초등학교  (금광동)	초등학교	하원초등학교	127.1697687	37.44633	경기도	성남시				
경기도 성남시 중원구 광명로 396 (금광동)	유치원	하원초등학교병설유치원	127.1697687	37.44633	경기도	성남시				
경기도 성남시 분당구 서현로 177 (이매동)	유치원	하은유치원	127.1238069	37.3906489	경기도	성남시				
경기도 성남시 분당구 벌말로 11 . 하탑중학교 (야탑동)	중학교	하탑중학교	127.1373104	37.4092757	경기도	성남시				
경기도 성남시 분당구 양현로 262 . 하탑초등학교 (야탑동)	초등학교	하탑초등학교	127.126199	37.4074091	경기도	성남시				
경기도 성남시 분당구 양현로 262 . 하탑초등학교병설유치원 (야탑동)	유치원	하탑초등학교병설유치원	127.126199	37.4074091	경기도	성남시				
경기도 성남시 분당구 벌말로39번길 15-6 (야탑동)	유치원	한국유치원	127.1364107	37.4115018	경기도	성남시				
경기도 성남시 분당구 정자일로 72 (금곡동)	유치원	한별유치원	127.1073125	37.3558071	경기도	성남시				
경기도 성남시 분당구 내정로 70 (정자동)	고등학교	한솔고등학교	127.11612	37.3670011	경기도	성남시				
경기도 성남시 분당구 백현로 206-2 (정자동)	유치원	한솔유치원	127.1170533	37.3672902	경기도	성남시				
경기도 성남시 분당구 돌마로 303 . 한솔초등학교 (정자동)	초등학교	한솔초등학교	127.117876	37.3669376	경기도	성남시				
경기도 성남시 분당구 미금로 23 (구미동)	유치원	한울유치원	127.1172579	37.335	경기도	성남시				
경기도 성남시 분당구 미금로 177 (구미동)	유치원	해나무유치원	127.1140528	37.3491081	경기도	성남시				
경기도 성남시 분당구 서판교로44번길 2 (판교동)	유치원	해나유치원	127.0979565	37.3905206	경기도	성남시				
경기도 성남시 분당구 중앙공원로 20 (서현동)	유치원	현대유치원	127.1302019	37.3773838	경기도	성남시				
경기도 성남시 중원구 광명로 308 (금광동)	유치원	혜성유치원	127.1602395	37.4445133	경기도	성남시				
경기도 성남시 분당구 중앙공원로 54 (서현동)	유치원	홍하유치원	127.1328794	37.3798329	경기도	성남시				
경기도 성남시 수정구 심곡로 16 (심곡동.효성고등학교)	고등학교	효성고등학교	127.1047749	37.4501783	경기도	성남시				
경기도 성남시 분당구 분당로201번길 17 (서현동)	유치원	효자유치원	127.1326625	37.3754404	경기도	성남시				
경기도 성남시 수정구 공원로370번길 29 (신흥동)	초등학교	희망대초등학교	127.1487082	37.4474212	경기도	성남시				
경기도 성남시 수정구 공원로370번길 29 (신흥동)	유치원	희망대초등학교병설유치원	127.1487082	37.4474212	경기도	성남시				
경기도 성남시 수정구 희망로 531 (신흥동)	유치원	희망유치원	127.1513885	37.4506224	경기도	성남시				
