주소	학교급	학교명	경도	위도	시도	행정구				
부산광역시 연제구 신금로 23 . 30 (연산동)	초등학교	연신초등학교	129.0944071	35.1910805	부산광역시	연제구				
부산광역시 연제구 고분로 138 (연산동)	중학교	연일중학교	129.0973838	35.1847276	부산광역시	연제구				
부산광역시 연제구 고분로 126-4 (연산동)	초등학교	연일초등학교	129.095778	35.1846152	부산광역시	연제구				
부산광역시 연제구 쌍미천로30번길 31 . 연제고등학교 (연산동)	고등학교	연제고등학교	129.091913	35.177676	부산광역시	연제구				
부산광역시 연제구 쌍미천로 62 (연산동)	중학교	연제중학교	129.090062	35.179001	부산광역시	연제구				
부산광역시 연제구 중앙대로 1065 . 14 (연산동)	초등학교	연제초등학교	129.0791166	35.1832476	부산광역시	연제구				
부산광역시 연제구 고분로 200 (연산동)	유치원	연천유치원	129.1031996	35.18486	부산광역시	연제구				
부산광역시 연제구 톳고개로 16 (연산동)	중학교	연천중학교	129.10145	35.184343	부산광역시	연제구				
부산광역시 연제구 과정로 225번길 . 46 (연산동)	초등학교	연천초등학교	129.100275	35.186276	부산광역시	연제구				
부산광역시 연제구 과정로225번길 46 (연산동.연천초등학교병설유치원)	유치원	연천초등학교병설유치원	129.100275	35.186276	부산광역시	연제구				
부산광역시 연제구 중앙대로 1197 . 이사벨고등학교 (거제동)	고등학교	이사벨고등학교	129.07775	35.194401	부산광역시	연제구				
부산광역시 연제구 중앙대로 1197 . 이사벨중학교 (거제동)	중학교	이사벨중학교	129.07775	35.194401	부산광역시	연제구				
부산광역시 연제구 과정로93번길 32 (연산동)	유치원	이화유치원	129.1062016	35.1805955	부산광역시	연제구				
부산광역시 연제구 중앙대로 1197 . 지구촌고등학교 (거제동)	고등학교	지구촌고등학교	129.07775	35.194401	부산광역시	연제구				
부산광역시 연제구 종합운동장로12번길 15 (거제동)	초등학교	창신초등학교	129.0656069	35.1927275	부산광역시	연제구				
부산광역시 연제구 종합운동장로12번길 15 . 창신초병설유치원 (거제동)	유치원	창신초등학교병설유치원	129.0656069	35.1927275	부산광역시	연제구				
부산광역시 연제구 토현로 32 (연산동)	유치원	토현유치원	129.110636	35.180317	부산광역시	연제구				
부산광역시 연제구 토현로 47 (연산동)	중학교	토현중학교	129.1114441	35.1814711	부산광역시	연제구				
부산광역시 연제구 토현로 48 (연산동)	초등학교	토현초등학교	129.112213	35.181951	부산광역시	연제구				
부산광역시 영도구 와치로 131 (동삼동)	고등학교	광명고등학교	129.0635423	35.0830547	부산광역시	영도구				
부산광역시 영도구 남항새싹길 79 (영선동4가. 영도대원아파트)	유치원	꿈나무유치원	129.0432248	35.0818723	부산광역시	영도구				
부산광역시 영도구 남도여중길 130 (신선동2가)	중학교	남도여자중학교	129.045562	35.087157	부산광역시	영도구				
부산광역시 영도구 남항새싹길 55 (영선동4가)	초등학교	남항초등학교	129.0434727	35.0832981	부산광역시	영도구				
부산광역시 영도구 봉래나루로246번길 19 (봉래동4가)	초등학교	대교초등학교	129.046163	35.094965	부산광역시	영도구				
부산광역시 영도구 대평로27번길 6 . 대평유치원 (대평동1가)	유치원	대평유치원	129.0339891	35.0913971	부산광역시	영도구				
부산광역시 영도구 절영로 82 . 대평초등학교  (남항동2가)	초등학교	대평초등학교	129.03845	35.0878237	부산광역시	영도구				
부산광역시 영도구 와치로 259 (동삼동.동삼중학교)	중학교	동삼중학교	129.0690724	35.0758598	부산광역시	영도구				
부산광역시 영도구 태종로 610 (동삼동)	초등학교	동삼초등학교	129.073554	35.0798637	부산광역시	영도구				
부산광역시 영도구 태종로 340 . 복자 유치원 (청학동)	유치원	복자유치원	129.0621875	35.0954372	부산광역시	영도구				
부산광역시 영도구 함지로79번길 39 (동삼동.봉삼초등학교)	초등학교	봉삼초등학교	129.0639125	35.075	부산광역시	영도구				
부산광역시 영도구 태종로 242 (청학동)	초등학교	봉학초등학교	129.054837	35.09564	부산광역시	영도구				
부산광역시 영도구 태종로 242 (청학동)	유치원	봉학초등학교병설유치원	129.054837	35.09564	부산광역시	영도구				
부산광역시 영도구 중리북로 5 (동삼동.부산남고등학교)	고등학교	부산남고등학교	129.0653805	35.0703921	부산광역시	영도구				
부산광역시 영도구 절영로73번길 7 (남항동2가.부산남중학교)	중학교	부산남중학교	129.040288	35.088274	부산광역시	영도구				
부산광역시 영도구 절영로 163 (영선동4가)	고등학교	부산보건고등학교	129.0421979	35.0815325	부산광역시	영도구				
부산광역시 영도구 영상길 100 (신선동3가)	고등학교	부산영상예술고등학교	129.045413	35.084757	부산광역시	영도구				
부산광역시 영도구 영상길 83 . 부산영선중학교 (신선동3가)	중학교	부산영선중학교	129.044813	35.085532	부산광역시	영도구				
부산광역시 영도구 남항로 32-3 (남항동2가.우남유치원)	유치원	부산우남유치원	129.0397892	35.0887746	부산광역시	영도구				
부산광역시 영도구 중리북로21번길 5 (동삼동)	고등학교	부산체육고등학교	129.0655628	35.0712995	부산광역시	영도구				
부산광역시 영도구 중리북로21번길 5 (동삼동.부산체육중학교)	중학교	부산체육중학교	129.0655628	35.0712995	부산광역시	영도구				
부산광역시 영도구 해양로 425 (동삼동)	고등학교	부산해사고등학교	129.0783588	35.072613	부산광역시	영도구				
부산광역시 영도구 와치로 65 . 산새소리유치원 (청학동)	유치원	산새소리유치원	129.0602836	35.0868686	부산광역시	영도구				
부산광역시 영도구 상리로 38 (동삼동)	초등학교	상리초등학교	129.0675	35.084349	부산광역시	영도구				
부산광역시 영도구 본산로 37 (동삼동.선암사)	유치원	선암사유치원	129.077404	35.0665405	부산광역시	영도구				
부산광역시 영도구 복지관길 40 (신선동3가)	중학교	신선중학교	129.0453864	35.0806733	부산광역시	영도구				
부산광역시 영도구 산정길 17 (신선동3가)	초등학교	신선초등학교	129.047513	35.083632	부산광역시	영도구				
부산광역시 영도구 중리북로 21 . 42 (동삼동)	고등학교	영도여자고등학교	129.066655	35.0713749	부산광역시	영도구				
부산광역시 영도구 하나길 760 (봉래동5가)	유치원	영도중앙유치원	129.0505951	35.0928181	부산광역시	영도구				
부산광역시 영도구 중리로 64 . 영도중학교 (동삼동)	중학교	영도중학교	129.0687045	35.0774472	부산광역시	영도구				
부산광역시 영도구 꿈나무길 41 . 영도초등학교 (신선동1가)	초등학교	영도초등학교	129.046012	35.089665	부산광역시	영도구				
부산광역시 영도구 꿈나무길 41 (신선동1가)	유치원	영일유치원	129.046012	35.089665	부산광역시	영도구				
부산광역시 영도구 일산봉로 49 (청학동)	유치원	자비유치원	129.0645384	35.0864087	부산광역시	영도구				
부산광역시 영도구 함지로 37 (동삼동. 절영초등학교)	초등학교	절영초등학교	129.0630049	35.0729599	부산광역시	영도구				
부산광역시 영도구 와치로 235 (동삼동) 조아라유치원	유치원	조아라유치원	129.0673759	35.075919	부산광역시	영도구				
부산광역시 영도구 중리로 35 (동삼동)	유치원	조은유치원	129.0680151	35.0740171	부산광역시	영도구				
부산광역시 영도구 와치로 286 . 증리초등학교 (동삼동)	초등학교	중리초등학교	129.0706294	35.0743143	부산광역시	영도구				
부산광역시 영도구 태종로 422 . 청동초등학교 (청학동)	초등학교	청동초등학교	129.0671385	35.08994	부산광역시	영도구				
부산광역시 영도구 청학로 49 . 청학초등학교 (청학동)	초등학교	청학초등학교	129.059088	35.093024	부산광역시	영도구				
부산광역시 영도구 절영로 494 . 초롱유치원 (동삼동)	유치원	초롱유치원	129.0701285	35.0713537	부산광역시	영도구				
부산광역시 영도구 함지로79번길 9 (동삼동.태종대중학교)	중학교	태종대중학교	129.064025	35.0736083	부산광역시	영도구				
부산광역시 영도구 태종로 802번길 . 38 (동삼동.태종대초등학교)	초등학교	태종대초등학교	129.0789663	35.0658323	부산광역시	영도구				
부산광역시 영도구 태종로802번길 38 . 태종대초등학교 병설유치원 (동삼동)	유치원	태종대초등학교병설유치원	129.0789663	35.0658323	부산광역시	영도구				
부산광역시 영도구 함지로 33 (동삼동)	유치원	한성유치원	129.0618784	35.0719247	부산광역시	영도구				
부산광역시 영도구 절영로490번길 8-22 . 해동중학교 (동삼동)	중학교	해동중학교	129.0696512	35.0697093	부산광역시	영도구				
부산광역시 중구 중구로 74 (대청동4가)	초등학교	광일초등학교	129.029758	35.1038703	부산광역시	중구				
부산광역시 중구 중구로 74 (대청동4가)	유치원	광일초등학교병설유치원	129.029758	35.1038703	부산광역시	중구				
부산광역시 중구 샘길 14 (대청동1가)	고등학교	남성여자고등학교	129.033813	35.105182	부산광역시	중구				
부산광역시 중구 샘길 14 (대청동1가.남성초등학교)	초등학교	남성초등학교	129.033813	35.105182	부산광역시	중구				
부산광역시 중구 동영로73번길 24 (영주동)	유치원	다인유치원	129.0315146	35.1124806	부산광역시	중구				
부산광역시 중구 망양로 356 . 덕원중확교 (영주동)	중학교	덕원중학교	129.032488	35.108815	부산광역시	중구				
부산광역시 중구 광복중앙로 18 (광복동3가)	고등학교	동주여자고등학교	129.031325	35.100924	부산광역시	중구				
부산광역시 중구 흑교로 74 (보수동1가)	초등학교	보수초등학교	129.0244219	35.1060247	부산광역시	중구				
부산광역시 중구 대영로226번길 15 (영주동)	초등학교	봉래초등학교	129.035993	35.1117698	부산광역시	중구				
부산광역시 중구 망양로 356 (영주동)	고등학교	부산디지털고등학교	129.032488	35.108815	부산광역시	중구				
부산광역시 중구 영주로 24 (영주동)	유치원	부산명성유치원	129.0315278	35.1098019	부산광역시	중구				
부산광역시 중구 책방골목길 17-12 (보수동1가)	유치원	숲속리더유치원	129.0272923	35.1037633	부산광역시	중구				
부산광역시 중구 망양로259번길 5 (보수동1가.혜광고등학교)	고등학교	혜광고등학교	129.02525	35.109274	부산광역시	중구				
부산광역시 해운대구 해운대로349번길 10 (우동.강동초등학교)	초등학교	강동초등학교	129.1371136	35.1722307	부산광역시	해운대구				
부산광역시 해운대구 대천로 225 (좌동)	유치원	고은유치원	129.1802542	35.1688715	부산광역시	해운대구				
부산광역시 해운대구 대천로103번길 29 (좌동. 대동타운)대동유치원	유치원	대동유치원	129.1730542	35.1767671	부산광역시	해운대구				
부산광역시 해운대구 대천로103번길 47 (좌동)	유치원	대림유치원	129.1733101	35.178977	부산광역시	해운대구				
부산광역시 해운대구 좌동순환로 275 대우사랑유치원 (좌동)	유치원	대우사랑유치원	129.1833314	35.172225	부산광역시	해운대구				
부산광역시 해운대구 좌동순환로433번길 30 . 더푸른유치원 (중동. 해운대 힐스테이트 위브)	유치원	더푸른유치원	129.1777551	35.1608256	부산광역시	해운대구				
부산광역시 해운대구 좌동순환로468번가길 97 . 동백중학교 (중동)	중학교	동백중학교	129.1743172	35.1658744	부산광역시	해운대구				
부산광역시 해운대구 좌동순환로357번길 6 . 동백초등학교 (중동)	초등학교	동백초등학교	129.1809917	35.164133	부산광역시	해운대구				
부산광역시 해운대구 운봉길 60 (반송동)동부산대학교부속유치원	유치원	동부산대학교부속유치원	129.1478375	35.2335096	부산광역시	해운대구				
부산광역시 해운대구 해운대로349번길 24 (우동.삼호가든)	유치원	동성제일유치원	129.1378948	35.1735105	부산광역시	해운대구				
부산광역시 해운대구 해운대로81번길 6-11 (재송동)	유치원	리라유치원	129.1211975	35.189788	부산광역시	해운대구				
부산광역시 해운대구 해운대해변로 139 (우동. 마리나유치원)	유치원	마리나유치원	129.1475599	35.1596363	부산광역시	해운대구				
부산광역시 해운대구 반여로 68-11 . 무정초등학교 (반여동)	초등학교	무정초등학교	129.1236847	35.1978869	부산광역시	해운대구				
부산광역시 해운대구 재반로 171 (재송동)반산초등학교	초등학교	반산초등학교	129.1292831	35.1939033	부산광역시	해운대구				
부산광역시 해운대구 재반로 171 (재송동)	유치원	반산초등학교병설유치원	129.1292831	35.1939033	부산광역시	해운대구				
부산광역시 해운대구 선수촌로 207번길 14 (반여동)	초등학교	반석초등학교	129.1250232	35.2113719	부산광역시	해운대구				
부산광역시 해운대구 반송순환로 154 . 반송무지개유치원 (반송동)	유치원	반송무지개유치원	129.1525092	35.2243808	부산광역시	해운대구				
부산광역시 해운대구 운봉길 113 (반송동)	중학교	반송여자중학교	129.1445375	35.2328263	부산광역시	해운대구				
부산광역시 해운대구 아랫반송로40번길 37-18 . 반송중학교 (반송동)	중학교	반송중학교	129.1481431	35.2228748	부산광역시	해운대구				
부산광역시 해운대구 아랫반송로30번길 37-16 (반송동) 반송초등학교	초등학교	반송초등학교	129.1475681	35.2235997	부산광역시	해운대구				
부산광역시 해운대구 명장로67번길 40-32 (반여동)	중학교	반안중학교	129.1123332	35.2032919	부산광역시	해운대구				
부산광역시 해운대구 명장로67번길 40-42 . 반안초등학교 (반여동)	초등학교	반안초등학교	129.1132081	35.2027417	부산광역시	해운대구				
부산광역시 해운대구 반여로 136 (반여동)	고등학교	반여고등학교	129.126478	35.2025658	부산광역시	해운대구				
부산광역시 해운대구 재반로256번길 57-12 (반여동.반여중학교)	중학교	반여중학교	129.136275	35.1998013	부산광역시	해운대구				
부산광역시 해운대구 재반로242번길 51-10 . 반여초등학교 (반여동)	초등학교	반여초등학교	129.1354875	35.1992513	부산광역시	해운대구				
부산광역시 해운대구 재반로242번길 51-10 (반여동)반여초등학교병설유치원	유치원	반여초등학교병설유치원	129.1354875	35.1992513	부산광역시	해운대구				
부산광역시 해운대구 우동2로 40-5 . 버드내유치원 (우동)	유치원	버드내유치원	129.1584046	35.1679997	부산광역시	해운대구				
부산광역시 해운대구 해운대로469번길 50-1 (우동. 부산국제외국어고등학교)	고등학교	부산국제외국어고등학교	129.144295	35.1660155	부산광역시	해운대구				
부산광역시 해운대구 해운대로 569 . 부산기계공업고등학교 (우동)	고등학교	부산기계공업고등학교	129.1540192	35.1642408	부산광역시	해운대구				
부산광역시 해운대구 해운대로469번길 50 (우동)	고등학교	부산문화여자고등학교	129.1435826	35.1656322	부산광역시	해운대구				
부산광역시 해운대구 좌동순환로 248 . 부흥고등학교 (좌동)	고등학교	부흥고등학교	129.179775	35.1738929	부산광역시	해운대구				
부산광역시 해운대구 좌동순환로 226 . 부흥중학교 (좌동)	중학교	부흥중학교	129.1788137	35.175185	부산광역시	해운대구				
부산광역시 해운대구 좌동순환로 216 (좌동.부흥초등학교)	초등학교	부흥초등학교	129.1783041	35.1759566	부산광역시	해운대구				
부산광역시 해운대구 양운로 182 (좌동. 두산1차아파트)	유치원	쁘띠포레유치원	129.170284	35.1802354	부산광역시	해운대구				
부산광역시 해운대구 삼어로91번길 73 . 삼어초등학교 (반여동)	초등학교	삼어초등학교	129.1156683	35.2088986	부산광역시	해운대구				
부산광역시 해운대구 대천로103번길 48 (좌동)	중학교	상당중학교	129.1761042	35.1788562	부산광역시	해운대구				
부산광역시 해운대구 세실로 173 . 상당초등학교 (좌동)	초등학교	상당초등학교	129.1762792	35.1799644	부산광역시	해운대구				
부산광역시 해운대구 달맞이길117번라길 16 . 서광자연유치원 (중동)	유치원	서광자연유치원	129.1798626	35.1592906	부산광역시	해운대구				
부산광역시 해운대구 반송순환로 142-1 . 성심보건고등학교 (반송동)	고등학교	성심보건고등학교	129.1560321	35.2260294	부산광역시	해운대구				
부산광역시 해운대구 해운대로 246 (재송동)	고등학교	센텀고등학교	129.1273201	35.1768906	부산광역시	해운대구				
부산광역시 해운대구 해운대로38번길 88 (반여동)	유치원	센텀시티유치원	129.1165582	35.1906148	부산광역시	해운대구				
부산광역시 해운대구 센텀중앙로 142 (재송동)	유치원	센텀유치원	129.1234164	35.1793547	부산광역시	해운대구				
부산광역시 해운대구 센텀북대로 32 (재송동)	중학교	센텀중학교	129.1237454	35.1753802	부산광역시	해운대구				
부산광역시 해운대구 센텀중앙로 166 (재송동)센텀초등학교	초등학교	센텀초등학교	129.121844	35.181218	부산광역시	해운대구				
부산광역시 해운대구 해운대로61번길 107-22 (반여동)	유치원	센텀항도유치원	129.1303116	35.1951805	부산광역시	해운대구				
부산광역시 해운대구 해운대로76번길 35 (재송동.송수초등학교)	초등학교	송수초등학교	129.1191334	35.1897351	부산광역시	해운대구				
부산광역시 해운대구 해운대로76번길 35 (재송동)	유치원	송수초등학교병설유치원	129.1191334	35.1897351	부산광역시	해운대구				
부산광역시 해운대구 신반송로 20 . 송운초등학교 (반송동)	초등학교	송운초등학교	129.1569549	35.2287982	부산광역시	해운대구				
부산광역시 해운대구 해운대로 1164-9 (송정동)	초등학교	송정초등학교	129.2047433	35.1896647	부산광역시	해운대구				
부산광역시 해운대구 해운대로219번길 29-7 . 숲속유치원 (재송동)	유치원	숲속유치원	129.1279357	35.1790135	부산광역시	해운대구				
부산광역시 해운대구 좌동순환로 316 (좌동)	중학교	신곡중학교	129.1818564	35.1680436	부산광역시	해운대구				
부산광역시 해운대구 좌동 순환로 290 (좌동.신곡초등학교)	초등학교	신곡초등학교	129.1818834	35.1701871	부산광역시	해운대구				
부산광역시 해운대구 좌동순환로 64 . 신도고등학교 (좌동)	고등학교	신도고등학교	129.1678302	35.1720569	부산광역시	해운대구				
부산광역시 해운대구 좌동순환로 50 (좌동)	중학교	신도중학교	129.1673775	35.1705433	부산광역시	해운대구				
부산광역시 해운대구 좌동순환로 34 (좌동) 신도초등학교	초등학교	신도초등학교	129.1673333	35.1693516	부산광역시	해운대구				
부산광역시 해운대구 해운대로81번가길 55 신재초등학교 (재송동)	초등학교	신재초등학교	129.1241145	35.1916785	부산광역시	해운대구				
부산광역시 해운대구 양운로 176 (좌동)	고등학교	양운고등학교	129.1705194	35.178006	부산광역시	해운대구				
부산광역시 해운대구 좌동순환로99번길 7 (좌동)	중학교	양운중학교	129.16695	35.1753263	부산광역시	해운대구				
부산광역시 해운대구 대천로67번길 36 (좌동)	초등학교	양운초등학교	129.1666427	35.1748066	부산광역시	해운대구				
부산광역시 해운대구 대천로67번길 36 (좌동.양운초등학교)	유치원	양운초등학교병설유치원	129.1666427	35.1748066	부산광역시	해운대구				
부산광역시 해운대구 재반로 118 . 92 (재송동)	유치원	여명유치원	129.127071	35.1889456	부산광역시	해운대구				
부산광역시 해운대구 좌동순환로299번길 11 . 왕자와공주유치원 (좌동)	유치원	왕자와공주유치원	129.1841242	35.1704076	부산광역시	해운대구				
부산광역시 해운대구 선수촌로 95 단지내 우주유치원 (반여동. 센텀대림아파트)	유치원	우주유치원	129.118311	35.2004835	부산광역시	해운대구				
부산광역시 해운대구 신반송로 11-20 (반송동.운봉초등학교)	초등학교	운봉초등학교	129.1597732	35.2284167	부산광역시	해운대구				
부산광역시 해운대구 신반송로 11-20 (반송동)	유치원	운봉초등학교병설유치원	129.1597732	35.2284167	부산광역시	해운대구				
부산광역시 해운대구 반송로911번길 59 . 운송중학교 (반송동)	중학교	운송중학교	129.15185	35.2349763	부산광역시	해운대구				
부산광역시 해운대구 반송로 893 (반송동)	초등학교	운송초등학교	129.1513636	35.2312989	부산광역시	해운대구				
부산광역시 해운대구 재반로 301 . 위봉초등학교 (반여동)	초등학교	위봉초등학교	129.1294475	35.2026598	부산광역시	해운대구				
부산광역시 해운대구 선수촌로21번길 35 (반여동.은혜유치원)	유치원	은혜유치원	129.1163003	35.1956774	부산광역시	해운대구				
부산광역시 해운대구 반여로 142 . 인지중학교 (반여동)	중학교	인지중학교	129.1255848	35.2037771	부산광역시	해운대구				
부산광역시 해운대구 반여로 128 (반여동)	초등학교	인지초등학교	129.1253583	35.2025271	부산광역시	해운대구				
부산광역시 해운대구 재반로12번길 16 . 인천유치원 (재송동)	유치원	인천유치원	129.1276087	35.1800801	부산광역시	해운대구				
부산광역시 해운대구 선수촌로 47 (반여동.장산중학교)	중학교	장산중학교	129.117643	35.1987332	부산광역시	해운대구				
부산광역시 해운대구 선수촌로 68 (반여동.장산초등학교)	초등학교	장산초등학교	129.119763	35.20011	부산광역시	해운대구				
부산광역시 해운대구 재반로84번길 148 (재송동)	중학교	재송여자중학교	129.1311632	35.1898992	부산광역시	해운대구				
부산광역시 해운대구 재반로50번길 22 . 재송유치원 (재송동)	유치원	재송유치원	129.12756	35.1837922	부산광역시	해운대구				
부산광역시 해운대구 재반로165번길 16 (재송동)	중학교	재송중학교	129.1286	35.1933846	부산광역시	해운대구				
부산광역시 해운대구 재반로64번길 33 . 재송초등학교 (재송동)	초등학교	재송초등학교	129.1275335	35.1864709	부산광역시	해운대구				
부산광역시 해운대구 윗반송로126번길 16 (반송동)	유치원	전민유치원	129.1597447	35.2350889	부산광역시	해운대구				
부산광역시 해운대구 반여로155번길 17-27 . 좋은엔젤유치원 (반여동)	유치원	좋은엔젤유치원	129.1246046	35.2050181	부산광역시	해운대구				
부산광역시 해운대구 세실로 127 (좌동.좌동초등학교)	초등학교	좌동초등학교	129.1750919	35.1755912	부산광역시	해운대구				
부산광역시 해운대구 좌동순환로311번길 7 (좌동.좌산초등학교)	초등학교	좌산초등학교	129.1840981	35.1691395	부산광역시	해운대구				
부산광역시 해운대구 좌동순환로468번길 29 . 중일유치원 (중동)	유치원	중일유치원	129.1725399	35.1628349	부산광역시	해운대구				
부산광역시 해운대구 신반송로 21 . 파랑새유치원 (반송동)	유치원	파랑새유치원	129.1581375	35.2289096	부산광역시	해운대구				
부산광역시 해운대구 세실로 19 . 푸른유치원 (좌동)	유치원	푸른유치원	129.179538	35.1671447	부산광역시	해운대구				
부산광역시 해운대구 선수촌로 122 (반여동.아시아선수촌아파트 111동)	유치원	풀꽃유치원	129.1215345	35.2030028	부산광역시	해운대구				
부산광역시 해운대구 송정중앙로15번길 107 . 하늘숲유치원 (송정동)	유치원	하늘숲유치원	129.2051131	35.1876533	부산광역시	해운대구				
부산광역시 해운대구 대천로 56 (좌동. 한일아파트)	유치원	한일유치원	129.1709748	35.1723042	부산광역시	해운대구				
부산광역시 해운대구 해운대해변로 33 (우동. 해강고등학교)	고등학교	해강고등학교	129.1368614	35.1645547	부산광역시	해운대구				
부산광역시 해운대구 해운대해변로 87 . 해강유치원 (우동)	유치원	해강유치원	129.1431779	35.1617541	부산광역시	해운대구				
부산광역시 해운대구 해운대해변로 17 (우동)	중학교	해강중학교	129.1352989	35.1639886	부산광역시	해운대구				
부산광역시 해운대구 해운대해변로 73 (우동)	초등학교	해강초등학교	129.1418079	35.1622741	부산광역시	해운대구				
부산광역시 해운대구 우동1로 104 (우동)	초등학교	해동초등학교	129.1553875	35.1702679	부산광역시	해운대구				
부산광역시 해운대구 청사포로 27 (좌동)	유치원	해뜨는유치원	129.1857891	35.1663987	부산광역시	해운대구				
부산광역시 해운대구 해운대로469번길 42 (우동.해림초등학교)	초등학교	해림초등학교	129.143875	35.1652321	부산광역시	해운대구				
부산광역시 해운대구 중동2로 20-3 . 해성유치원 (중동)	유치원	해성유치원	129.1645511	35.1639198	부산광역시	해운대구				
부산광역시 해운대구 좌동순환로402번길 32 . 해송초등학교 (좌동)	초등학교	해송초등학교	129.1793793	35.1646746	부산광역시	해운대구				
부산광역시 해운대구 우동3로11번길 43 . 해운대고등학교 (우동)	고등학교	해운대고등학교	129.1624807	35.1714986	부산광역시	해운대구				
부산광역시 해운대구 해운대로469번길 96 (우동) 해운대공업고등학교	고등학교	해운대공업고등학교	129.1443075	35.1673487	부산광역시	해운대구				
부산광역시 해운대구 우동2로60번길 38 . 해운대관광고등학교 (우동)	고등학교	해운대관광고등학교	129.1572875	35.1698429	부산광역시	해운대구				
부산광역시 해운대구 우동1로 100 (우동)	고등학교	해운대여자고등학교	129.155297	35.169478	부산광역시	해운대구				
부산광역시 해운대구 우동1로85번길 25 (우동.해운대여자중학교)	중학교	해운대여자중학교	129.1536316	35.1683321	부산광역시	해운대구				
부산광역시 해운대구 재송1로26번길 27 (재송동.해운대유치원)	유치원	해운대유치원	129.1223371	35.1866322	부산광역시	해운대구				
부산광역시 해운대구 대천로103번길 61 . 해운대자연유치원 (좌동. 엘지아파트)	유치원	해운대자연유치원	129.1736239	35.1811467	부산광역시	해운대구				
부산광역시 해운대구 우동2로30번길 99 . 해운대중학교 (우동)	중학교	해운대중학교	129.1616682	35.1722401	부산광역시	해운대구				
부산광역시 해운대구 중동2로24번길 30 . 해운대초등학교 (중동)	초등학교	해운대초등학교	129.1656312	35.1648403	부산광역시	해운대구				
부산광역시 해운대구 마린시티2로 10 . 해원초등학교 (우동)	초등학교	해원초등학교	129.1439511	35.1586129	부산광역시	해운대구				
부산시 강서구 호계로 145번길 8	유치원	현대유치원	128.8911816	35.2046502	부산광역시	강서구				
부산시 북구 화명신도시로70 (화명동.코오롱하늘채1차아파트)	유치원	비젼이화유치원	129.0116593	35.230488	부산광역시	북구				
서울 강동구 상암로 153 (천호동.천호중학교)	중학교	천호중학교	127.1394188	37.546724	서울특별시	강동구				
서울 강서구 양천로11길 47 (방화동.한서고등학교)	고등학교	한서고등학교	126.8080451	37.5747593	서울특별시	강서구				
서울 노원구 월계로45길 92 (월계동.신창중학교)	중학교	신창중학교	127.0473711	37.6282618	서울특별시	노원구				
서울 동작구 알마타길 16 (대방동.서울신길초등학교)	초등학교	서울신길초등학교	126.9269611	37.5104701	서울특별시	동작구				
서울 마포구 백범로17길 9 (대흥동.용강초등학교)	초등학교	서울용강초등학교	126.9437628	37.5487286	서울특별시	마포구				
서울 서대문구 통일로 321 (홍제동.서울안산초등학교)	초등학교	서울안산초등학교	126.9519861	37.5796078	서울특별시	서대문구				
서울 서대문구 증가로12가길 49-50 (남가좌동.연가초등학교)	초등학교	서울연가초등학교	126.9178394	37.5799405	서울특별시	서대문구				
서울 서대문구 세무서길 33-9 (홍제동.서울인왕초등학교)	초등학교	서울인왕초등학교	126.9448024	37.5902308	서울특별시	서대문구				
서울 양천구 신월로 13길 15	유치원	양서유치원	126.8409639	37.5194556	서울특별시	양천구				
서울 은평구 은평로4길 21-9 . 서울은명초등학교 (응암동.서울은명초등학교)	초등학교	서울은명초등학교	126.918463	37.59769	서울특별시	은평구				
서울 종로구 삼일대로 454 (경운동.서울경운학교)	특수학교	서울경운학교	126.9874214	37.5750651	서울특별시	종로구				
서울시 강동구 천호대로 1477	초등학교	서울상일초등학교	127.1722156	37.5472412	서울특별시	강동구				
서울시 구로구 오류로8길 22 일신유치원	유치원	일신유치원	126.843957	37.4912083	서울특별시	구로구				
서울특별시 강남구 선릉로129길 31 . 논현동 240-17 (논현동)	유치원	강남유치원	127.0390437	37.5154959	서울특별시	강남구				
서울특별시 강남구 영동대로 101 . 개원중학교 (개포동)	중학교	개원중학교	127.0711145	37.4916554	서울특별시	강남구				
서울특별시 강남구 개포로 402 . 개포고등학교 (개포동)	고등학교	개포고등학교	127.0589784	37.4851727	서울특별시	강남구				
서울특별시 강남구 선릉로 9 (개포동)	중학교	개포중학교	127.0618407	37.4805484	서울특별시	강남구				
서울특별시 강남구 영동대로 643 (삼성동.경기고등학교)	고등학교	경기고등학교	127.0561903	37.5165517	서울특별시	강남구				
서울특별시 강남구 삼성로 29 . 경기여자고등학교 (개포동)	고등학교	경기여자고등학교	127.0657027	37.4867643	서울특별시	강남구				
서울특별시 강남구 삼성로 14 (개포동. 개포주공아파트)	유치원	경기유치원	127.0704571	37.4851386	서울특별시	강남구				
서울특별시 강남구 선릉로 103 (개포동)	중학교	구룡중학교	127.0558997	37.4862852	서울특별시	강남구				
서울특별시 강남구 개포로22길 65 . 국악고등학교 (개포동)	고등학교	국립국악고등학교	127.0517085	37.4760818	서울특별시	강남구				
서울특별시 강남구 언주로 123 (도곡동.개포한신아파트)	유치원	남부유치원	127.0488528	37.4869601	서울특별시	강남구				
서울특별시 강남구 도곡로64길 21 (대치동)	고등학교	단국공업고등학교	127.0563044	37.4955457	서울특별시	강남구				
서울특별시 강남구 도곡로64길 21 . 단대부고  (대치동)	고등학교	단국대학교사범대학부속고등학교	127.0563044	37.4955457	서울특별시	강남구				
서울특별시 강남구 도곡로64길 21 . 단국대학교사범대학부속중학교 (대치동1013)	중학교	단국대학교사범대학부속중학교	127.0563044	37.4955457	서울특별시	강남구				
